Accession code	Type	Variety name	Variety code	Color berry skin	Color	Country origin	Gret
Collet08_P27_mybA1	Ancient	-	-	-	-	FRA	-
Cougourlude_237_mybA1	Ancient	-	-	-	-	FRA	-
HBG7054_P18_mybA1	Ancient	-	-	-	-	FRA	-
HBG7172_P17_mybA1	Ancient	-	-	-	-	FRA	-
HBG7172_P3_mybA1	Ancient	-	-	-	-	FRA	-
Madel_08_P22_mybA1	Ancient	-	-	-	-	FRA	-
MAG2013_US4015_P10_mybA1	Ancient	-	-	-	-	FRA	-
MAG2013_US4015_P6_mybA1	Ancient	-	-	-	-	FRA	-
MAG2013_US4015_P8_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US12111_P2_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US12111_P4_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US12111_P5_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US12111_P7_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US12111_P9_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US13525_P7_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US14152_P4_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US14152_P7_mybA1	Ancient	-	-	-	-	FRA	-
MDV14_US14152_P9_mybA1	Ancient	-	-	-	-	FRA	-
Montfer_P21_mybA1	Ancient	-	-	-	-	FRA	-
Montfer_P23_mybA1	Ancient	-	-	-	-	FRA	-
Montfer_P25_mybA1	Ancient	-	-	-	-	FRA	-
Roumeg_P14_mybA1	Ancient	-	-	-	-	FRA	-
Roumeg_P9_mybA1	Ancient	-	-	-	-	FRA	-
SAU3019_P13_mybA1	Ancient	-	-	-	-	FRA	-
SAU3019_P14_mybA1	Ancient	-	-	-	-	FRA	-
SAU3019_P2_mybA1	Ancient	-	-	-	-	FRA	-
SAU3019_P8_mybA1	Ancient	-	-	-	-	FRA	-
SAU3019_P9_mybA1	Ancient	-	-	-	-	FRA	-
